代碼,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,題目（英）,選項（中）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
ST226Q01JA,ST226,,,你在這所學校就讀多久了？,How long have you been enrolled at this school?,你在這所學校就讀多久了？,How long have you been enrolled at this school?,"Three or more school years, not including this school year | Two school years, not including this school year | One school year, not including this school year | I came to this school at the start of this school year | I came to this school after the start of this school year","Three or more school years, not including this school year | Two school years, not including this school year | One school year, not including this school year | I came to this school at the start of this school year | I came to this school after the start of this school year",,,
ST250Q01JA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,自己的房間,A room of your own,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q02JA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,可以用來做功課的電腦（筆電、桌機或平板）,"A computer (laptop, desktop, or tablet) that you can use for school work",是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q03JA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,教育軟體或應用程式,Educational Software or Apps,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q04JA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,你自己的、可上網的〈手機〉（例如智慧型手機）,Your own <cell phone> with Internet access (e.g. smartphone),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q05JA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,網路連線（例如 Wi-Fi，不含手機網路）,Internet access (e.g. Wi-fi) (excluding through smartphones),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q08DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,電燈照明,Electric lighting,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q09DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,〈自來水〉可供飲用,< Plumbed water > for consumption,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q10DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,非路邊的停車位（例如車庫、私人車位）,"Off-street parking (e.g. garage, private parking spot)",是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q11DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,垃圾清運服務,A garbage-collection service,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q12DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,炊煮用的爐具,A stove or burner for cooking,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q13DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,吃飯用的餐桌,A table to have meals,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q14DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,吸塵器,A vacuum cleaner,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q15DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,冰箱或冷凍櫃,A refrigerator or freezer,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q16DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,污水下水道,A sewer connection,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q18DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,冷氣和／或暖氣設備,Air conditioner and/or heating devices,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q19DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,客房,A guest room,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q20DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,安靜的讀書空間／房間,A quiet place/room to study,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q21DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,游泳池或戶外 SPA／浴池／按摩浴缸,A swimming pool or outdoor spa/bath/jacuzzi,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q22DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,住家保全系統（例如〈警報系統、監視器〉）,"A house security system (e.g. <alarm system, surveillance cameras>)",是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q23DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,智慧電視,A smart TV,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q24DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,洗碗機,A dishwasher,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q25DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,你自己的平板,Your own tablet,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q26DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,電視或串流服務訂閱（例如〈第四台、衛星電視、Netflix、Disney+〉）,"A subscription to TV or streaming services (e.g. <Cable TV, Satellite TV, Netflix, Disney+, national examples>)",是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q27DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,家務幫傭（例如〈幫傭、園丁、司機〉）,"Domestic workers (e.g. <maid, gardener, drivers, national examples>)",是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST250Q28DA,ST250,,,你〈家中〉有下列哪些東西？,Which of the following are in your <home>?,訂閱報紙,A subscription to a newspaper,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST251Q01JA,ST251,,,你〈家中〉有幾個下列物品？,How many of these items are there at your <home>?,汽車、廂型車或貨車,"Cars, vans, or trucks",沒有 | 一 | 二 | 三個以上 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,None | One | Two | Three or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST251Q03JA,ST251,,,你〈家中〉有幾個下列物品？,How many of these items are there at your <home>?,有浴缸或淋浴的房間,Rooms with a bath or shower,沒有 | 一 | 二 | 三個以上 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,None | One | Two | Three or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST251Q04JA,ST251,,,你〈家中〉有幾個下列物品？,How many of these items are there at your <home>?,有〈抽水馬桶〉的房間,Rooms with a <flush toilet>,沒有 | 一 | 二 | 三個以上 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,None | One | Two | Three or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST251Q06JA,ST251,,,你〈家中〉有幾個下列物品？,How many of these items are there at your <home>?,樂器（例如吉他、鋼琴）,"Musical instruments (e.g. guitar, piano, <country-specific example>)",沒有 | 一 | 二 | 三個以上 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,None | One | Two | Three or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST251Q07JA,ST251,,,你〈家中〉有幾個下列物品？,How many of these items are there at your <home>?,藝術品（例如畫作、雕塑）,"Works of art (e.g. paintings, sculptures, <country-specific example>)",沒有 | 一 | 二 | 三個以上 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,None | One | Two | Three or more | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST253Q01JA,ST253,,,你〈家中〉有幾台有螢幕的〈數位裝置〉？,How many <digital devices> with screens are there in your <home>?,你〈家中〉有幾台有螢幕的〈數位裝置〉？,How many <digital devices> with screens are there in your <home>?,There are no <digital devices> with screens | 一 | 二 | 三 | 四 | 五 | 6 至 10 | 超過 10,There are no <digital devices> with screens | One | Two | Three | Four | Five | 6 to 10 | More than 10,,,
ST254Q01JA,ST254,,,你〈家中〉有幾台下列〈數位裝置〉？,How many of the following <digital devices> are in your <home>?,電視,Televisions,沒有 | 1 至 2 | 3 至 5 | 超過 5 | 不知道,None | 1 or 2 | 3-5 | More than 5 | I don't know.,,,
ST254Q02JA,ST254,,,你〈家中〉有幾台下列〈數位裝置〉？,How many of the following <digital devices> are in your <home>?,桌上型電腦,Desktop computers,沒有 | 1 至 2 | 3 至 5 | 超過 5 | 不知道,None | 1 or 2 | 3-5 | More than 5 | I don't know.,,,
ST254Q03JA,ST254,,,你〈家中〉有幾台下列〈數位裝置〉？,How many of the following <digital devices> are in your <home>?,筆記型電腦,Laptop computers or notebooks,沒有 | 1 至 2 | 3 至 5 | 超過 5 | 不知道,None | 1 or 2 | 3-5 | More than 5 | I don't know.,,,
ST254Q04JA,ST254,,,你〈家中〉有幾台下列〈數位裝置〉？,How many of the following <digital devices> are in your <home>?,平板（例如〈iPad〉）,"Tablets (e.g. <iPad®>, <BlackBerry® PlayBook™>",沒有 | 1 至 2 | 3 至 5 | 超過 5 | 不知道,None | 1 or 2 | 3-5 | More than 5 | I don't know.,,,
ST254Q05JA,ST254,,,你〈家中〉有幾台下列〈數位裝置〉？,How many of the following <digital devices> are in your <home>?,電子書閱讀器（例如〈Kindle〉、〈Kobo〉）,"E-book readers (e.g. <Kindle™>, <Kobo>, <Bookeen>)",沒有 | 1 至 2 | 3 至 5 | 超過 5 | 不知道,None | 1 or 2 | 3-5 | More than 5 | I don't know.,,,
ST255Q01JA,ST255,,,你〈家中〉有多少本書？,How many books are there in your <home>?,你〈家中〉有多少本書？,How many books are there in your <home>?,There are no books | 1-10 books | 11-25 books | 26-100 books | 101-200 books | 201-500 books | More than 500 books,There are no books | 1-10 books | 11-25 books | 26-100 books | 101-200 books | 201-500 books | More than 500 books,,,
ST265Q01JA,ST265,在學校感到安全,Feeling safe at school,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我在上學途中感到安全,I feel safe on my way to school,非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly Agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常同意=59.69 | 同意=36.14 | 不同意=3.1 | 非常不同意=1.07,非常同意=57.17 | 同意=36.42 | 不同意=4.54 | 非常不同意=1.87,Table I.B1.4.149
ST265Q02JA,ST265,在學校感到安全,Feeling safe at school,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我在放學回家途中感到安全,I feel safe on my way home from school,非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly Agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常同意=58.71 | 同意=36.87 | 不同意=3.48 | 非常不同意=0.95,非常同意=57.6 | 同意=36.02 | 不同意=4.74 | 非常不同意=1.64,Table I.B1.4.149
ST265Q03JA,ST265,在學校感到安全,Feeling safe at school,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我在學校教室裡感到安全,I feel safe in my classrooms at school,非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly Agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常同意=58.06 | 同意=37.22 | 不同意=3.49 | 非常不同意=1.23,非常同意=53.52 | 同意=39.83 | 不同意=4.84 | 非常不同意=1.81,Table I.B1.4.149
ST265Q04JA,ST265,在學校感到安全,Feeling safe at school,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我在學校其他地方（例如走廊、餐廳、廁所）感到安全,"I feel safe at other places at school (e.g. hallway, cafeteria, restroom)",非常同意 | 同意 | 不同意 | 非常不同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly Agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常同意=53.87 | 同意=40.77 | 不同意=4.03 | 非常不同意=1.33,非常同意=49.63 | 同意=41.4 | 不同意=6.6 | 非常不同意=2.37,Table I.B1.4.149
ST294Q04JA,ST294,,,在典型的上學週裡，你上學前會做以下事情的天數有幾天？,"During a typical school week, on how many days do you do each of the following before going to school?",有酬工作,Work for pay,0 天 | 1 天 | 2 天 | 3 天 | 4 天 | 5 天以上,0 days | 1 days | 2 days | 3 days | 4 days | 5 or more days,,,
ST294Q05JA,ST294,,,在典型的上學週裡，你上學前會做以下事情的天數有幾天？,"During a typical school week, on how many days do you do each of the following before going to school?",運動或練習某項運動（例如跑步、騎車、有氧、足球、溜冰）,"Exercise or practise a sport (e.g. running, cycling, aerobics, soccer, skating, <country-specific>)",0 天 | 1 天 | 2 天 | 3 天 | 4 天 | 5 天以上,0 days | 1 days | 2 days | 3 days | 4 days | 5 or more days,,,
ST295Q04JA,ST295,,,在典型的上學週裡，你放學後會做以下事情的天數有幾天？,"During a typical school week, on how many days do you do each of the following after leaving school?",有酬工作,Work for pay,0 天 | 1 天 | 2 天 | 3 天 | 4 天 | 5 天以上,0 days | 1 days | 2 days | 3 days | 4 days | 5 or more days,,,
ST295Q05JA,ST295,,,在典型的上學週裡，你放學後會做以下事情的天數有幾天？,"During a typical school week, on how many days do you do each of the following after leaving school?",運動或練習某項運動（例如跑步、騎車、有氧、足球、溜冰）,"Exercise or practise a sport (e.g. running, cycling, aerobics, soccer, skating, <country-specific>)",0 天 | 1 天 | 2 天 | 3 天 | 4 天 | 5 天以上,0 days | 1 days | 2 days | 3 days | 4 days | 5 or more days,,,
ST296Q03JA,ST296,,,在典型的上學週裡，你大約花多少時間在以下科目的回家功課上？,"In a typical school week, approximately how much time do you spend on homework in the following subjects?",〈學校科學〉的回家功課,<School science> homework,每天 30 分鐘以內 | 每天超過 30 分鐘、1 小時以內 | 每天超過 1 小時、2 小時以內 | More than 2 hour and up to 3 hours a day | More than 3 hour and up to 4 hours a day | 每天超過 4 小時,Up to 30 minutes a day | More than 30 minutes and up to 1 hour a day | More than 1 hour and up to 2 hours a day | More than 2 hour and up to 3 hours a day | More than 3 hour and up to 4 hours a day | More than 4 hours a day,,,
ST296Q04JA,ST296,,,在典型的上學週裡，你大約花多少時間在以下科目的回家功課上？,"In a typical school week, approximately how much time do you spend on homework in the following subjects?",所有科目回家功課的總時間（含未列出的科目）,"Total time for all homework in all subjects, including subjects not listed above",每天 30 分鐘以內 | 每天超過 30 分鐘、1 小時以內 | 每天超過 1 小時、2 小時以內 | More than 2 hour and up to 3 hours a day | More than 3 hour and up to 4 hours a day | 每天超過 4 小時,Up to 30 minutes a day | More than 30 minutes and up to 1 hour a day | More than 1 hour and up to 2 hours a day | More than 2 hour and up to 3 hours a day | More than 3 hour and up to 4 hours a day | More than 4 hours a day,,,
ST300Q01JA,ST300,家庭支持,Family support,你的父母或家人多常和你做以下這些事？,How often do your parents or someone in your family do the following things with you?,和你討論你在學校的表現如何,Discuss how well you are doing at school,從不或幾乎從不 | 大約一年一到兩次 | 大約一個月一到兩次 | 大約一週一到兩次 | 每天或幾乎每天,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,從不或幾乎從不=11.31 | 大約一年一到兩次=11.08 | 大約一個月一到兩次=23.2 | 大約一週一到兩次=30.58 | 每天或幾乎每天=23.83,從不或幾乎從不=9.71 | 大約一年一到兩次=9.33 | 大約一個月一到兩次=20.62 | 大約一週一到兩次=29.01 | 每天或幾乎每天=31.32,Table I.B1.4.120
ST300Q05JA,ST300,家庭支持,Family support,你的父母或家人多常和你做以下這些事？,How often do your parents or someone in your family do the following things with you?,和你談你在學校可能遇到的問題,Talk to you about any problems you might have at school,從不或幾乎從不 | 大約一年一到兩次 | 大約一個月一到兩次 | 大約一週一到兩次 | 每天或幾乎每天,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,從不或幾乎從不=13.31 | 大約一年一到兩次=11.13 | 大約一個月一到兩次=22.23 | 大約一週一到兩次=29.11 | 每天或幾乎每天=24.22,從不或幾乎從不=16.49 | 大約一年一到兩次=13.88 | 大約一個月一到兩次=23.15 | 大約一週一到兩次=24.46 | 每天或幾乎每天=22.02,Table I.B1.4.120
ST300Q08JA,ST300,家庭支持,Family support,你的父母或家人多常和你做以下這些事？,How often do your parents or someone in your family do the following things with you?,關心你在學校學了什麼,Take an interest in what you are learning at school,從不或幾乎從不 | 大約一年一到兩次 | 大約一個月一到兩次 | 大約一週一到兩次 | 每天或幾乎每天,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,從不或幾乎從不=9.39 | 大約一年一到兩次=9.35 | 大約一個月一到兩次=24.06 | 大約一週一到兩次=30.3 | 每天或幾乎每天=26.9,從不或幾乎從不=11.2 | 大約一年一到兩次=10.25 | 大約一個月一到兩次=20.6 | 大約一週一到兩次=27.37 | 每天或幾乎每天=30.58,Table I.B1.4.120
ST300Q09JA,ST300,家庭支持,Family support,你的父母或家人多常和你做以下這些事？,How often do your parents or someone in your family do the following things with you?,和你談你未來的升學,Talk to you about your future education,從不或幾乎從不 | 大約一年一到兩次 | 大約一個月一到兩次 | 大約一週一到兩次 | 每天或幾乎每天,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,從不或幾乎從不=10.66 | 大約一年一到兩次=14.96 | 大約一個月一到兩次=30.71 | 大約一週一到兩次=26.28 | 每天或幾乎每天=17.39,從不或幾乎從不=7.79 | 大約一年一到兩次=12.33 | 大約一個月一到兩次=27.76 | 大約一週一到兩次=28.03 | 每天或幾乎每天=24.09,Table I.B1.4.120
ST300Q10JA,ST300,家庭支持,Family support,你的父母或家人多常和你做以下這些事？,How often do your parents or someone in your family do the following things with you?,問你今天在學校做了什麼,Ask you what you did in school that day,從不或幾乎從不 | 大約一年一到兩次 | 大約一個月一到兩次 | 大約一週一到兩次 | 每天或幾乎每天,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,從不或幾乎從不=14.44 | 大約一年一到兩次=9.02 | 大約一個月一到兩次=17.27 | 大約一週一到兩次=27.04 | 每天或幾乎每天=32.23,從不或幾乎從不=9.86 | 大約一年一到兩次=6.84 | 大約一個月一到兩次=12.07 | 大約一週一到兩次=20.49 | 每天或幾乎每天=50.73,Table I.B1.4.120
ST301Q01JA,ST301,好奇心,Students' curiosity,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我對很多不同的事情都感到好奇,I am curious about many different things,非常不同意 | 不同意 | 普通（不同意也不反對） | 同意 | 非常同意,Strongly disagree | Disagree | Neither agree or disagree | Agree | Strongly agree,非常不同意=2.79 | 不同意=4.56 | 普通（不同意也不反對）=19.45 | 同意=52.22 | 非常同意=20.98,非常不同意=4.66 | 不同意=5.59 | 普通（不同意也不反對）=16.26 | 同意=46.63 | 非常同意=26.86,Table I.B1.3.1
ST301Q04JA,ST301,好奇心,Students' curiosity,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我喜歡知道事物是如何運作的,I like to know how things work,非常不同意 | 不同意 | 普通（不同意也不反對） | 同意 | 非常同意,Strongly disagree | Disagree | Neither agree or disagree | Agree | Strongly agree,非常不同意=1.67 | 不同意=5.22 | 普通（不同意也不反對）=28.04 | 同意=46.66 | 非常同意=18.4,非常不同意=2.9 | 不同意=6.16 | 普通（不同意也不反對）=16.99 | 同意=48.15 | 非常同意=25.81,Table I.B1.3.1
ST301Q06JA,ST301,好奇心,Students' curiosity,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我比我認識的大多數人更好奇,I am more curious than most people I know,非常不同意 | 不同意 | 普通（不同意也不反對） | 同意 | 非常同意,Strongly disagree | Disagree | Neither agree or disagree | Agree | Strongly agree,非常不同意=2.0 | 不同意=7.8 | 普通（不同意也不反對）=38.85 | 同意=35.48 | 非常同意=15.87,非常不同意=3.64 | 不同意=10.6 | 普通（不同意也不反對）=32.24 | 同意=34.43 | 非常同意=19.09,Table I.B1.3.1
ST301Q08JA,ST301,好奇心,Students' curiosity,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我覺得學新東西很無聊,I find learning new things to be boring,非常不同意 | 不同意 | 普通（不同意也不反對） | 同意 | 非常同意,Strongly disagree | Disagree | Neither agree or disagree | Agree | Strongly agree,非常不同意=12.77 | 不同意=37.15 | 普通（不同意也不反對）=33.03 | 同意=12.6 | 非常同意=4.45,非常不同意=18.88 | 不同意=38.39 | 普通（不同意也不反對）=26.57 | 同意=12.01 | 非常同意=4.15,Table I.B1.3.1
ST301Q10JA,ST301,好奇心,Students' curiosity,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我喜歡學新東西,I like learning new things,非常不同意 | 不同意 | 普通（不同意也不反對） | 同意 | 非常同意,Strongly disagree | Disagree | Neither agree or disagree | Agree | Strongly agree,非常不同意=1.88 | 不同意=4.14 | 普通（不同意也不反對）=35.35 | 同意=43.31 | 非常同意=15.32,非常不同意=3.27 | 不同意=4.83 | 普通（不同意也不反對）=23.11 | 同意=45.92 | 非常同意=22.87,Table I.B1.3.1
ST307Q01JA,ST307,毅力,Students' perseverance,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我會持續做一項任務直到完成,I keep working on a task until it is finished,非常不同意 | 不同意 | 普通（不同意也不反對） | 同意 | 非常同意,Strongly disagree | Disagree | Neither agree or disagree | Agree | Strongly agree,非常不同意=2.1 | 不同意=5.85 | 普通（不同意也不反對）=34.2 | 同意=42.92 | 非常同意=14.93,非常不同意=5.48 | 不同意=9.8 | 普通（不同意也不反對）=24.21 | 同意=43.08 | 非常同意=17.43,Table I.B1.3.9
ST307Q02JA,ST307,毅力,Students' perseverance,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,工作變得有挑戰時，我會更加努力,I apply additional effort when work becomes challenging,非常不同意 | 不同意 | 普通（不同意也不反對） | 同意 | 非常同意,Strongly disagree | Disagree | Neither agree or disagree | Agree | Strongly agree,非常不同意=1.89 | 不同意=5.75 | 普通（不同意也不反對）=23.66 | 同意=50.33 | 非常同意=18.37,非常不同意=4.08 | 不同意=11.59 | 普通（不同意也不反對）=24.8 | 同意=43.11 | 非常同意=16.42,Table I.B1.3.9
ST307Q03JA,ST307,毅力,Students' perseverance,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,即使開始覺得無聊，我還是會把開始的事做完,I finish tasks that I started even when they become boring,非常不同意 | 不同意 | 普通（不同意也不反對） | 同意 | 非常同意,Strongly disagree | Disagree | Neither agree or disagree | Agree | Strongly agree,非常不同意=3.44 | 不同意=13.27 | 普通（不同意也不反對）=34.27 | 同意=39.2 | 非常同意=9.81,非常不同意=5.12 | 不同意=14.69 | 普通（不同意也不反對）=28.5 | 同意=38.18 | 非常同意=13.51,Table I.B1.3.9
ST307Q07JA,ST307,毅力,Students' perseverance,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,如果功課太長，我就會放棄,I quit doing homework if it is too long,非常不同意 | 不同意 | 普通（不同意也不反對） | 同意 | 非常同意,Strongly disagree | Disagree | Neither agree or disagree | Agree | Strongly agree,非常不同意=10.36 | 不同意=29.7 | 普通（不同意也不反對）=31.82 | 同意=20.28 | 非常同意=7.84,非常不同意=12.29 | 不同意=28.48 | 普通（不同意也不反對）=27.7 | 同意=23.63 | 非常同意=7.9,Table I.B1.3.9
ST307Q09JA,ST307,毅力,Students' perseverance,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我會完成我開始的事,I finish what I start,非常不同意 | 不同意 | 普通（不同意也不反對） | 同意 | 非常同意,Strongly disagree | Disagree | Neither agree or disagree | Agree | Strongly agree,非常不同意=2.51 | 不同意=10.64 | 普通（不同意也不反對）=36.9 | 同意=35.91 | 非常同意=14.03,非常不同意=3.99 | 不同意=9.04 | 普通（不同意也不反對）=25.8 | 同意=41.75 | 非常同意=19.42,Table I.B1.3.9
ST307Q10JA,ST307,毅力,Students' perseverance,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我很容易放棄,I give up easily,非常不同意 | 不同意 | 普通（不同意也不反對） | 同意 | 非常同意,Strongly disagree | Disagree | Neither agree or disagree | Agree | Strongly agree,非常不同意=11.79 | 不同意=24.25 | 普通（不同意也不反對）=32.83 | 同意=21.76 | 非常同意=9.38,非常不同意=22.08 | 不同意=30.37 | 普通（不同意也不反對）=25.21 | 同意=15.42 | 非常同意=6.93,Table I.B1.3.9
ST322Q01JA,ST322,,,想想你使用〈數位裝置〉的情形，你多常有以下感受或行為？,Think about your use of <digital devices>. How often do you feel or act the following ways?,上課時我會關閉〈數位裝置〉上社群網站和應用程式的通知,I turn off notifications from social networks and apps on my <digital devices> during class,從不或幾乎從不 | 不到一半的時間 | 約一半的時間 | 超過一半的時間 | 全部或幾乎全部時間 | Not applicable,Never or almost never | Less than half of the time | About half of the time | More than half of the time | All or almost all of the time | Not applicable,,,
