代碼,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,中文來源,題目（英）,選項（中）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
SC037Q05NA,SC037,學校品質保證與改進機制,Quality assurance and improvement actions at school,貴校是否有用以下的措施來做品質確認和改善？這些措施來自於哪裡,Do the following arrangements aimed at quality assurance and improvements exist in your school and where do they come from?,系統性的記錄資料，例如教師或學生的出勤和專業成長,官方,Systematic recording of data such as teacher or student attendance and professional development,"Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response","Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response","Yes, 
this is mandatory, e.g. based on district or ministry policies=52.21 | Yes, 
based on school initiative=46.81 | 否=0.99","Yes, 
this is mandatory, e.g. based on district or ministry policies=57.41 | Yes, 
based on school initiative=38.96 | 否=3.63",Table I.B1.4.179
SC037Q06NA,SC037,學校品質保證與改進機制,Quality assurance and improvement actions at school,貴校是否有用以下的措施來做品質確認和改善？這些措施來自於哪裡,Do the following arrangements aimed at quality assurance and improvements exist in your school and where do they come from?,系統性的記錄學生的測驗結果和畢業比例,官方,Systematic recording of student test results and graduation rates,"Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response","Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response","Yes, 
this is mandatory, e.g. based on district or ministry policies=53.14 | Yes, 
based on school initiative=45.58 | 否=1.28","Yes, 
this is mandatory, e.g. based on district or ministry policies=57.33 | Yes, 
based on school initiative=39.89 | 否=2.78",Table I.B1.4.179
SC037Q07TA,SC037,學校品質保證與改進機制,Quality assurance and improvement actions at school,貴校是否有用以下的措施來做品質確認和改善？這些措施來自於哪裡,Do the following arrangements aimed at quality assurance and improvements exist in your school and where do they come from?,徵求學生的書面回饋（例如：關於課程安排、教師或資源）,官方,"Seeking written feedback from students (e.g. regarding lessons, teachers or resources)","Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response","Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response","Yes, 
this is mandatory, e.g. based on district or ministry policies=22.57 | Yes, 
based on school initiative=68.98 | 否=8.44","Yes, 
this is mandatory, e.g. based on district or ministry policies=16.22 | Yes, 
based on school initiative=61.89 | 否=21.89",Table I.B1.4.179
SC037Q08TA,SC037,學校品質保證與改進機制,Quality assurance and improvement actions at school,貴校是否有用以下的措施來做品質確認和改善？這些措施來自於哪裡,Do the following arrangements aimed at quality assurance and improvements exist in your school and where do they come from?,教師督導,官方,Teacher mentoring,"Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response","Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response","Yes, 
this is mandatory, e.g. based on district or ministry policies=28.75 | Yes, 
based on school initiative=65.74 | 否=5.51","Yes, 
this is mandatory, e.g. based on district or ministry policies=20.58 | Yes, 
based on school initiative=66.34 | 否=13.08",Table I.B1.4.179
SC037Q09TA,SC037,學校品質保證與改進機制,Quality assurance and improvement actions at school,貴校是否有用以下的措施來做品質確認和改善？這些措施來自於哪裡,Do the following arrangements aimed at quality assurance and improvements exist in your school and where do they come from?,針對校務改善，與一位以上專家持續至少六個月以上的定期諮商,官方,Regular consultation aimed at school improvement with one or more experts over a period of at least six months,"Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response","Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response","Yes, 
this is mandatory, e.g. based on district or ministry policies=18.59 | Yes, 
based on school initiative=34.78 | 否=46.63","Yes, 
this is mandatory, e.g. based on district or ministry policies=14.75 | Yes, 
based on school initiative=45.37 | 否=39.87",Table I.B1.4.179
SC037Q12DA,SC037,學校品質保證與改進機制,Quality assurance and improvement actions at school,貴校是否有用以下的措施來做品質確認和改善？這些措施來自於哪裡,Do the following arrangements aimed at quality assurance and improvements exist in your school and where do they come from?,實施自然科學科目的標準化政策（例如：在學校課程中納入附有教職員發展和訓練的共同教材）,官方,Implementation of a standardised policy for <school science> subjects (i.e. school curriculum with shared instructional materials,"Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response","Yes, this is mandatory, e.g. based on district or ministry policies | Yes, based on school initiative | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",,,Table I.B1.4.179
SC042Q01TA,SC042,能力分組,Ability grouping,貴校對國三（或高一）學生的政策為何？,What is your school’s policy about this for students in <national modal grade for 15-year-olds>?,能力分班,官方,Students are grouped by ability into different classes.,For all subjects | For some subjects | Not for any subjects | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,For all subjects | For some subjects | Not for any subjects | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,For all subjects=2.33 | For some subjects=18.58 | Not for any subject=79.09,For all subjects=6.25 | For some subjects=29.53 | Not for any subject=64.22,Table I.B1.4.170
SC042Q02TA,SC042,科學課的能力分組,Science class ability grouping,貴校對國三（或高一）學生的政策為何？,What is your school’s policy about this for students in <national modal grade for 15-year-olds>?,班內能力分組,官方,Students are grouped by ability within their classes.,For all subjects | For some subjects | Not for any subjects | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,For all subjects | For some subjects | Not for any subjects | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,For all classes=7.78 | For some classes=26.7 | Not for any classes=65.52,For all classes=6.0 | For some classes=25.58 | Not for any classes=68.41,Table I.B1.4.171
SC053Q01TA,SC053,,,在本學年，貴校為高一（或國三）學生提供下列哪些活動？,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",樂團、管絃樂團或合唱團,官方,"Band, orchestra or choir",是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC053Q02TA,SC053,,,在本學年，貴校為高一（或國三）學生提供下列哪些活動？,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",學校話劇或學校音樂劇,官方,School play or school musical,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC053Q03TA,SC053,,,在本學年，貴校為高一（或國三）學生提供下列哪些活動？,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",學校校刊、報紙或雜誌,官方,"School yearbook, newspaper or magazine",是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC053Q04TA,SC053,,,在本學年，貴校為高一（或國三）學生提供下列哪些活動？,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",義務工作或服務活動，例如社區服務,官方,"Volunteering or service activities, e.g. <national examples>",是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC053Q05NA,SC053,,,在本學年，貴校為高一（或國三）學生提供下列哪些活動？,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",科學社團,官方,Science club,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC053Q06NA,SC053,,,在本學年，貴校為高一（或國三）學生提供下列哪些活動？,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",科學競賽，例如全國中小學科學展覽會,官方,"Science competitions, e.g. <national examples>",是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC053Q07TA,SC053,,,在本學年，貴校為高一（或國三）學生提供下列哪些活動？,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",棋藝社,官方,Chess club,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC053Q08TA,SC053,,,在本學年，貴校為高一（或國三）學生提供下列哪些活動？,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",著重在電腦的社團（例如：程式編寫或編碼）,官方,Club with a focus on computers (e.g. programming or coding),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC053Q09TA,SC053,,,在本學年，貴校為高一（或國三）學生提供下列哪些活動？,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",藝術性社團或藝文活動,官方,Art club or art activities,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC053Q10TA,SC053,,,在本學年，貴校為高一（或國三）學生提供下列哪些活動？,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",體育團隊或體育活動,官方,Sporting team or sporting activities,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC053Q17DA,SC053,,,在本學年，貴校為高一（或國三）學生提供下列哪些活動？,"<This academic year>, which of the following activities does your school offer to students in the <national modal grade for 15-year-olds>?",環璄保護活動,官方,Environmental protection activities,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC059Q06NA,SC059,,,下列敘述是否適用於貴校的自然科學領域？,Are the following statements true for the <science department> of your school?,我們有足夠的實驗室器材，讓所有課程可以經常使用,官方,We have enough laboratory material that all courses can regularly use it.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC059Q07NA,SC059,,,下列敘述是否適用於貴校的自然科學領域？,Are the following statements true for the <science department> of your school?,我們有額外的實驗室職員協助自然科學的教學,官方,We have extra laboratory staff that help support <school science> teaching.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC059Q08NA,SC059,,,下列敘述是否適用於貴校的自然科學領域？,Are the following statements true for the <science department> of your school?,本校花費額外的金額來添購最新的自然科學器材,官方,Our school spends extra money on up-to-date <school science> equipment.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC059Q09DA,SC059,,,下列敘述是否適用於貴校的自然科學領域？,Are the following statements true for the <science department> of your school?,好的自然科學教師比其他科目的教師更難聘請得到,官方,Good <school science> teachers are harder to attract compared with other subject teachers.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC059Q10DA,SC059,,,下列敘述是否適用於貴校的自然科學領域？,Are the following statements true for the <science department> of your school?,實驗室器材的狀態良好,官方,The laboratory materials are in good shape.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC064Q01TA_Q,SC064,,,在本學年期間，學生的家長或監護人參與下列學校活動的比例為何？,"During <the last academic year>, what proportion of students’ parents or guardians participated in the following school-related activities?",,,Discussed their child’s progress with a teacher on the parents’ or guardians’ own initiative,Bottom international quartile - Median: 10 | Second international quartile - Median: 25 | Third international quartile - Median: 50 | Top international quartile - Median: 87 | not administered/not applicable | no response,Bottom international quartile - Median: 10 | Second international quartile - Median: 25 | Third international quartile - Median: 50 | Top international quartile - Median: 87 | not administered/not applicable | no response,,,
SC064Q02TA_Q,SC064,,,在本學年期間，學生的家長或監護人參與下列學校活動的比例為何？,"During <the last academic year>, what proportion of students’ parents or guardians participated in the following school-related activities?",,,Discussed their child’s progress on the initiative of one of their child’s teachers,Bottom international quartile - Median: 11 | Second international quartile - Median: 45 | Third international quartile - Median: 70 | Top international quartile - Median: 100 | not administered/not applicable | no response,Bottom international quartile - Median: 11 | Second international quartile - Median: 45 | Third international quartile - Median: 70 | Top international quartile - Median: 100 | not administered/not applicable | no response,,,
SC064Q03TA_Q,SC064,,,在本學年期間，學生的家長或監護人參與下列學校活動的比例為何？,"During <the last academic year>, what proportion of students’ parents or guardians participated in the following school-related activities?",,,Participated in local school government (e.g. parent council or school management committee),Bottom international quartile - Median: 1 | Second international quartile - Median: 10 | Third international quartile - Median: 30 | Top international quartile - Median: 90 | not administered/not applicable | no response,Bottom international quartile - Median: 1 | Second international quartile - Median: 10 | Third international quartile - Median: 30 | Top international quartile - Median: 90 | not administered/not applicable | no response,,,
SC064Q04NA_Q,SC064,,,在本學年期間，學生的家長或監護人參與下列學校活動的比例為何？,"During <the last academic year>, what proportion of students’ parents or guardians participated in the following school-related activities?",,,"Volunteered in physical or extra-curricular activities, (e.g. building maintenance, carpentry, gardening or yard",Bottom international quartile - Median: 0 | Second international quartile - Median: 6 | Third international quartile - Median: 25 | Top international quartile - Median: 75 | not administered/not applicable | no response,Bottom international quartile - Median: 0 | Second international quartile - Median: 6 | Third international quartile - Median: 25 | Top international quartile - Median: 75 | not administered/not applicable | no response,,,
SC064Q05WA_Q,SC064,,,在本學年期間，學生的家長或監護人參與下列學校活動的比例為何？,"During <the last academic year>, what proportion of students’ parents or guardians participated in the following school-related activities?",,,Discussed their child’s behaviour with a teacher on the parents’ or guardians’ own initiative,Bottom international quartile - Median: 5 | Second international quartile - Median: 24 | Third international quartile - Median: 50 | Top international quartile - Median: 85 | not administered/not applicable | no response,Bottom international quartile - Median: 5 | Second international quartile - Median: 24 | Third international quartile - Median: 50 | Top international quartile - Median: 85 | not administered/not applicable | no response,,,
SC064Q06WA_Q,SC064,,,在本學年期間，學生的家長或監護人參與下列學校活動的比例為何？,"During <the last academic year>, what proportion of students’ parents or guardians participated in the following school-related activities?",,,Discussed their child’s behaviour on the initiative of one of their child’s teachers,Bottom international quartile - Median: 10 | Second international quartile - Median: 30 | Third international quartile - Median: 60 | Top international quartile - Median: 94 | not administered/not applicable | no response,Bottom international quartile - Median: 10 | Second international quartile - Median: 30 | Third international quartile - Median: 60 | Top international quartile - Median: 94 | not administered/not applicable | no response,,,
SC064Q07WA_Q,SC064,,,在本學年期間，學生的家長或監護人參與下列學校活動的比例為何？,"During <the last academic year>, what proportion of students’ parents or guardians participated in the following school-related activities?",,,Assisted in fundraising for the school,Bottom international quartile - Median: 0 | Second international quartile - Median: 1 | Third international quartile - Median: 10 | Top international quartile - Median: 63 | not administered/not applicable | no response,Bottom international quartile - Median: 0 | Second international quartile - Median: 1 | Third international quartile - Median: 10 | Top international quartile - Median: 63 | not administered/not applicable | no response,,,
SC150Q01IA,SC150,,,,Does your school offer any of the following options to students in <national modal grade for 15-year-olds> whose <heritage language> is not the <test language>?,,,These students attend regular classes and receive additional periods of instruction aimed at,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC150Q02IA,SC150,,,,Does your school offer any of the following options to students in <national modal grade for 15-year-olds> whose <heritage language> is not the <test language>?,,,"Before transferring to regular classes, these students attend a preparatory programme aimed a",是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC150Q03IA,SC150,,,,Does your school offer any of the following options to students in <national modal grade for 15-year-olds> whose <heritage language> is not the <test language>?,,,"Before transferring to regular classes, these students receive some instruction in school sub",是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC150Q04IA,SC150,,,,Does your school offer any of the following options to students in <national modal grade for 15-year-olds> whose <heritage language> is not the <test language>?,,,These students receive significant amounts of instruction in their <heritage language> aimed,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC150Q05IA,SC150,,,,Does your school offer any of the following options to students in <national modal grade for 15-year-olds> whose <heritage language> is not the <test language>?,,,Class size is reduced to cater to the special needs of these students.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC155Q01HA,SC155,學校運用數位裝置強化教學的能力,School's capacity to enhance teaching and learning using digital devices,您有多同意下列各項關於貴校運用數位裝置提升學與教的能力的敘述,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,連線到網際網路的數位裝置有充足的數量,官方,The number of digital devices connected to the Internet is sufficient,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=1.6 | 不同意=3.56 | 同意=54.3 | 非常同意=40.55,非常不同意=7.09 | 不同意=15.1 | 同意=35.9 | 非常同意=41.9,Table I.B1.4.14
SC155Q02HA,SC155,學校運用數位裝置強化教學的能力,School's capacity to enhance teaching and learning using digital devices,您有多同意下列各項關於貴校運用數位裝置提升學與教的能力的敘述,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,學校的網際網路有充足的頻寬或速度,官方,The school’s Internet bandwidth or speed is sufficient,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=1.95 | 不同意=7.08 | 同意=56.77 | 非常同意=34.2,非常不同意=9.21 | 不同意=17.32 | 同意=39.14 | 非常同意=34.33,Table I.B1.4.14
SC155Q03HA,SC155,學校運用數位裝置強化教學的能力,School's capacity to enhance teaching and learning using digital devices,您有多同意下列各項關於貴校運用數位裝置提升學與教的能力的敘述,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,供教學用的數位裝置有充足的數量,官方,The number of digital devices for instruction is sufficient,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=1.47 | 不同意=5.84 | 同意=57.27 | 非常同意=35.42,非常不同意=7.89 | 不同意=18.75 | 同意=35.93 | 非常同意=37.43,Table I.B1.4.14
SC155Q04HA,SC155,學校運用數位裝置強化教學的能力,School's capacity to enhance teaching and learning using digital devices,您有多同意下列各項關於貴校運用數位裝置提升學與教的能力的敘述,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,學校的數位裝置在運算能力方面足夠強大,官方,Digital devices at the school are sufficiently powerful in terms of computing capacity,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=1.18 | 不同意=10.84 | 同意=62.08 | 非常同意=25.9,非常不同意=7.91 | 不同意=18.38 | 同意=42.03 | 非常同意=31.67,Table I.B1.4.14
SC155Q05HA,SC155,學校運用數位裝置強化教學的能力,School's capacity to enhance teaching and learning using digital devices,您有多同意下列各項關於貴校運用數位裝置提升學與教的能力的敘述,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,適用的軟體有充足的供應,官方,The availability of adequate software is sufficient,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=1.19 | 不同意=11.1 | 同意=62.15 | 非常同意=25.57,非常不同意=7.05 | 不同意=19.84 | 同意=44.51 | 非常同意=28.61,Table I.B1.4.14
SC155Q06HA,SC155,學校運用數位裝置強化教學的能力,School's capacity to enhance teaching and learning using digital devices,您有多同意下列各項關於貴校運用數位裝置提升學與教的能力的敘述,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,教師具備所需要的技術和教學技巧，把數位裝置整合到教學中,官方,Teachers have the necessary technical and pedagogical skills to integrate digital devices in instruction,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=1.77 | 不同意=10.21 | 同意=66.49 | 非常同意=21.54,非常不同意=3.13 | 不同意=21.99 | 同意=59.29 | 非常同意=15.59,Table I.B1.4.14
SC155Q07HA,SC155,學校運用數位裝置強化教學的能力,School's capacity to enhance teaching and learning using digital devices,您有多同意下列各項關於貴校運用數位裝置提升學與教的能力的敘述,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,教師有充足的時間來準備數位裝置融入課堂,官方,Teachers have sufficient time to prepare lessons integrating digital devices,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=1.76 | 不同意=20.84 | 同意=60.63 | 非常同意=16.77,非常不同意=7.11 | 不同意=30.34 | 同意=46.7 | 非常同意=15.85,Table I.B1.4.14
SC155Q08HA,SC155,學校運用數位裝置強化教學的能力,School's capacity to enhance teaching and learning using digital devices,您有多同意下列各項關於貴校運用數位裝置提升學與教的能力的敘述,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,提供了有效的專業資源協助教師學習如何運用數位裝置,官方,Effective professional resources for teachers to learn how to use digital devices are available,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=1.33 | 不同意=8.67 | 同意=66.43 | 非常同意=23.57,非常不同意=4.67 | 不同意=25.57 | 同意=52.11 | 非常同意=17.65,Table I.B1.4.14
SC155Q09HA,SC155,學校運用數位裝置強化教學的能力,School's capacity to enhance teaching and learning using digital devices,您有多同意下列各項關於貴校運用數位裝置提升學與教的能力的敘述,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,提供了有效的線上學習支援平台,官方,An effective online learning support platform is available,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=1.34 | 不同意=7.43 | 同意=68.83 | 非常同意=22.4,非常不同意=8.47 | 不同意=27.12 | 同意=45.42 | 非常同意=18.98,Table I.B1.4.14
SC155Q10HA,SC155,學校運用數位裝置強化教學的能力,School's capacity to enhance teaching and learning using digital devices,您有多同意下列各項關於貴校運用數位裝置提升學與教的能力的敘述,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,有獎勵機制鼓勵教師將數位裝置融入教學中,官方,Teachers are provided with incentives to integrate digital devices in their teaching,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=5.71 | 不同意=37.38 | 同意=41.12 | 非常同意=15.79,非常不同意=17.2 | 不同意=30.11 | 同意=39.82 | 非常同意=12.87,Table I.B1.4.14
SC155Q12DA,SC155,學校運用數位裝置強化教學的能力,School's capacity to enhance teaching and learning using digital devices,您有多同意下列各項關於貴校運用數位裝置提升學與教的能力的敘述,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,學校課程適合有效地使用數位裝置,官方,The curriculum of the school is suited for using <digital devices> effectively,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=0.78 | 不同意=12.44 | 同意=66.73 | 非常同意=20.05,非常不同意=5.29 | 不同意=19.82 | 同意=56.94 | 非常同意=17.94,Table I.B1.4.14
SC155Q13DA,SC155,學校運用數位裝置強化教學的能力,School's capacity to enhance teaching and learning using digital devices,您有多同意下列各項關於貴校運用數位裝置提升學與教的能力的敘述,To what extent do you agree with the following statements about your school’s capacity to enhance learning and teaching using digital devices?,學校有充足的支援人員來解決技術問題,官方,The school has sufficient supporting staff to solve technical problems,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=3.27 | 不同意=28.72 | 同意=50.31 | 非常同意=17.7,非常不同意=15.9 | 不同意=28.32 | 同意=38.68 | 非常同意=17.11,Table I.B1.4.14
SC158Q01HA,SC158,,,在國中和高中階段是否有下列主題的正式課程綱要？,Is there any formal curriculum for the following topics at the middle and upper school level?,氣候變遷和全球暖化,官方,Climate change and global warming,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC158Q04HA,SC158,,,在國中和高中階段是否有下列主題的正式課程綱要？,Is there any formal curriculum for the following topics at the middle and upper school level?,移民（人口流動）,官方,Migration (movement of people),是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC158Q07HA,SC158,,,在國中和高中階段是否有下列主題的正式課程綱要？,Is there any formal curriculum for the following topics at the middle and upper school level?,國際衝突,官方,International conflicts,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC158Q08HA,SC158,,,在國中和高中階段是否有下列主題的正式課程綱要？,Is there any formal curriculum for the following topics at the middle and upper school level?,世界各地的饑荒或營養不良的情況,官方,Hunger or malnutrition in different parts of the world,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
