代碼,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,中文來源,題目（英）,選項（中）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
IC177Q05JA,IC177,數位裝置上的休閒活動,Leisure activities on digital devices on a typical weekday,在平常週一至週五的一天中，你花多少時間做下,"During a typical weekday, how much time do you spend doing the following leisure activities?",在社群網路或任何通訊平台（例如：Instagram®、TikTok®(抖音)、電子郵件、Line）上交流和分享數位內容,官方,"Communicate and share digital content on social networks or any communication platform (e.g. <TikTok®>, <Instagram®>, <Twitter®>, emails, chat)",No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all=15.4 | Less than 1 hour a day=29.01 | Between 1 and 3 hours a day=31.48 | More than 3 hours and up to 5 hours a day=13.23 | More than 5 hours and up to 7 hours a day=5.64 | More than 7 hours a day=5.24,No time at all=17.79 | Less than 1 hour a day=26.77 | Between 1 and 3 hours a day=29.19 | More than 3 hours and up to 5 hours a day=15.21 | More than 5 hours and up to 7 hours a day=6.9 | More than 7 hours a day=4.13,Table I.B1.4.37
IC177Q06JA,IC177,數位裝置上的休閒活動,Leisure activities on digital devices on a typical weekday,在平常週一至週五的一天中，你花多少時間做下,"During a typical weekday, how much time do you spend doing the following leisure activities?",閱讀、收聽或觀看資訊性材料（例如：自學課程、podcast）以了解如何做一些事情,官方,"Read, listen to or view informational materials to learn how to do something (e.g. tutorial, podcast)",No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all=39.48 | Less than 1 hour a day=35.46 | Between 1 and 3 hours a day=15.58 | More than 3 hours and up to 5 hours a day=5.2 | More than 5 hours and up to 7 hours a day=1.97 | More than 7 hours a day=2.32,No time at all=31.11 | Less than 1 hour a day=34.3 | Between 1 and 3 hours a day=19.67 | More than 3 hours and up to 5 hours a day=8.83 | More than 5 hours and up to 7 hours a day=3.51 | More than 7 hours a day=2.58,Table I.B1.4.37
IC177Q07JA,IC177,數位裝置上的休閒活動,Leisure activities on digital devices on a typical weekday,在平常週一至週五的一天中，你花多少時間做下,"During a typical weekday, how much time do you spend doing the following leisure activities?",創作或編輯自己的數位內容（圖片、影片、音樂、電腦程式）,官方,"Create or edit my own digital content (pictures, videos, music, computer programs)",No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all=44.58 | Less than 1 hour a day=30.94 | Between 1 and 3 hours a day=14.53 | More than 3 hours and up to 5 hours a day=5.45 | More than 5 hours and up to 7 hours a day=2.02 | More than 7 hours a day=2.48,No time at all=43.07 | Less than 1 hour a day=26.42 | Between 1 and 3 hours a day=16.1 | More than 3 hours and up to 5 hours a day=8.02 | More than 5 hours and up to 7 hours a day=3.77 | More than 7 hours a day=2.62,Table I.B1.4.37
IC178Q01JA,IC178,數位裝置上的休閒活動,Leisure activities on digital devices on a typical weekday,在平常週末的一天中，你花多少時間做下列的休,"During a typical weekend day, how much time do you spend doing the following leisure activities?",玩電動遊戲（使用我的智慧型手機、遊戲機或線上平台或應用程式）,官方,"Play video-games (using my smartphone, a gaming console or an online platform or Apps)",No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all=11.19 | Less than 1 hour a day=23.12 | Between 1 and 3 hours a day=35.41 | More than 3 hours and up to 5 hours a day=16.14 | More than 5 hours and up to 7 hours a day=6.57 | More than 7 hours a day=7.56,No time at all=18.9 | Less than 1 hour a day=26.25 | Between 1 and 3 hours a day=30.36 | More than 3 hours and up to 5 hours a day=14.17 | More than 5 hours and up to 7 hours a day=5.81 | More than 7 hours a day=4.5,Table I.B1.4.37
IC178Q02JA,IC178,數位裝置上的休閒活動,Leisure activities on digital devices on a typical weekday,在平常週末的一天中，你花多少時間做下列的休,"During a typical weekend day, how much time do you spend doing the following leisure activities?",瀏覽社群網路（例如：Instagram®、TikTok®(抖音)）,官方,"Browse social networks (e.g. <Instagram®>, <TikTok®>)",No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all=5.77 | Less than 1 hour a day=19.31 | Between 1 and 3 hours a day=43.1 | More than 3 hours and up to 5 hours a day=18.31 | More than 5 hours and up to 7 hours a day=6.97 | More than 7 hours a day=6.53,No time at all=5.53 | Less than 1 hour a day=14.32 | Between 1 and 3 hours a day=41.48 | More than 3 hours and up to 5 hours a day=23.54 | More than 5 hours and up to 7 hours a day=9.42 | More than 7 hours a day=5.7,Table I.B1.4.37
IC178Q03JA,IC178,數位裝置上的休閒活動,Leisure activities on digital devices on a typical weekday,在平常週末的一天中，你花多少時間做下列的休,"During a typical weekend day, how much time do you spend doing the following leisure activities?",瀏覽上網（不包括社群網路）作娛樂用途（例如：閱讀新聞、收聽播客(podcasts)和音樂或觀看影片）,官方,"Browse the Internet (excluding social networks) for fun (e.g. reading news, listening to podcasts and music or watching videos)",No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all=14.83 | Less than 1 hour a day=32.18 | Between 1 and 3 hours a day=32.78 | More than 3 hours and up to 5 hours a day=11.6 | More than 5 hours and up to 7 hours a day=4.13 | More than 7 hours a day=4.48,No time at all=9.64 | Less than 1 hour a day=27.43 | Between 1 and 3 hours a day=34.89 | More than 3 hours and up to 5 hours a day=16.86 | More than 5 hours and up to 7 hours a day=6.64 | More than 7 hours a day=4.55,Table I.B1.4.37
IC178Q04JA,IC178,數位裝置上的休閒活動,Leisure activities on digital devices on a typical weekday,在平常週末的一天中，你花多少時間做下列的休,"During a typical weekend day, how much time do you spend doing the following leisure activities?",在網路上搜尋實用資料（例如：查找地點、預訂火車票、購買產品）,官方,"Look for practical information online (e.g. find a place, book a train ticket, buy a product)",No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all=30.66 | Less than 1 hour a day=46.75 | Between 1 and 3 hours a day=13.76 | More than 3 hours and up to 5 hours a day=4.54 | More than 5 hours and up to 7 hours a day=2.07 | More than 7 hours a day=2.23,No time at all=22.43 | Less than 1 hour a day=44.68 | Between 1 and 3 hours a day=18.76 | More than 3 hours and up to 5 hours a day=8.66 | More than 5 hours and up to 7 hours a day=3.34 | More than 7 hours a day=2.12,Table I.B1.4.37
IC178Q05JA,IC178,數位裝置上的休閒活動,Leisure activities on digital devices on a typical weekday,在平常週末的一天中，你花多少時間做下列的休,"During a typical weekend day, how much time do you spend doing the following leisure activities?",在社群網路或任何通訊平台（例如：Instagram®、TikTok®(抖音)、電子郵件、Line）上交流和分享數位內容,官方,"Communicate and share digital content on social networks or any communication platform (e.g. <TikTok®>, <Instagram®>, <Twitter®>, emails, chat)",No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all=15.4 | Less than 1 hour a day=29.01 | Between 1 and 3 hours a day=31.48 | More than 3 hours and up to 5 hours a day=13.23 | More than 5 hours and up to 7 hours a day=5.64 | More than 7 hours a day=5.24,No time at all=17.79 | Less than 1 hour a day=26.77 | Between 1 and 3 hours a day=29.19 | More than 3 hours and up to 5 hours a day=15.21 | More than 5 hours and up to 7 hours a day=6.9 | More than 7 hours a day=4.13,Table I.B1.4.37
IC178Q06JA,IC178,數位裝置上的休閒活動,Leisure activities on digital devices on a typical weekday,在平常週末的一天中，你花多少時間做下列的休,"During a typical weekend day, how much time do you spend doing the following leisure activities?",閱讀、收聽或觀看資訊性材料（例如：自學課程、podcast）以了解如何做一些事情,官方,"Read, listen to or view informational materials to learn how to do something (e.g. tutorial, podcast)",No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all=39.48 | Less than 1 hour a day=35.46 | Between 1 and 3 hours a day=15.58 | More than 3 hours and up to 5 hours a day=5.2 | More than 5 hours and up to 7 hours a day=1.97 | More than 7 hours a day=2.32,No time at all=31.11 | Less than 1 hour a day=34.3 | Between 1 and 3 hours a day=19.67 | More than 3 hours and up to 5 hours a day=8.83 | More than 5 hours and up to 7 hours a day=3.51 | More than 7 hours a day=2.58,Table I.B1.4.37
IC178Q07JA,IC178,數位裝置上的休閒活動,Leisure activities on digital devices on a typical weekday,在平常週末的一天中，你花多少時間做下列的休,"During a typical weekend day, how much time do you spend doing the following leisure activities?",創作或編輯自己的數位內容（圖片、影片、音樂、電腦程式）,官方,"Create or edit my own digital content (pictures, videos, music, computer programs)",No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all | Less than 1 hour a day | Between 1 and 3 hours a day | More than 3 hours and up to 5 hours a day | More than 5 hours and up to 7 hours a day | More than 7 hours a day,No time at all=44.58 | Less than 1 hour a day=30.94 | Between 1 and 3 hours a day=14.53 | More than 3 hours and up to 5 hours a day=5.45 | More than 5 hours and up to 7 hours a day=2.02 | More than 7 hours a day=2.48,No time at all=43.07 | Less than 1 hour a day=26.42 | Between 1 and 3 hours a day=16.1 | More than 3 hours and up to 5 hours a day=8.02 | More than 5 hours and up to 7 hours a day=3.77 | More than 7 hours a day=2.62,Table I.B1.4.37
IC179Q01JA,IC179,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,不准學生帶手機上課,官方,Students should not be allowed to bring mobile phones to class.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC179Q02JA,IC179,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,不准學生帶自己的筆記型電腦（或平板電腦裝置）上課,官方,Students should not be allowed to bring their own laptop (or tablet device) to class.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC179Q03JA,IC179,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,學生應與老師共同決定在課堂中使用數位裝置的規則,官方,Students should collaborate with teachers to decide on the rules regarding the use of digital devices during lessons.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC179Q04JA,IC179,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,學校應設置過濾器，防止學生前往社群媒體,官方,The school should set up filters to prevent students from going on social media.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC179Q05JA,IC179,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,學校應設置過濾器，防止學生玩線上遊戲,官方,The school should set up filters to prevent students from playing games online.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC179Q06JA,IC179,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,老師應監控學生在其筆記型電腦或平板電腦上做些什麼,官方,Teachers should monitor what students do on their laptop or tablet device.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC180Q02JA,IC180,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,在網路上搜尋資訊時，我會比較不同的來源,官方,When searching for information online I compare different sources.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC180Q03JA,IC180,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,我在分享網路資訊到社群網路之前，會先檢查它的準確性,官方,I check the accuracy of online information before sharing it on social networks.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC180Q04JA,IC180,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,我和老師或在上課時討論網路資訊的準確性,官方,I discuss the accuracy of online information with my teachers or in class.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC180Q05JA,IC180,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,我和朋友或其他同學討論網路資訊的準確性,官方,I discuss the accuracy of online information with friends or other students.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC180Q06JA,IC180,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,我和父母（或家人）討論網路資訊的準確性,官方,I discuss the accuracy of online information with my parents (or family).,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC180Q07JA,IC180,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,當我在網路上遇到錯誤的資訊時，我會試圖標註它,官方,I try to flag wrong information when I encounter it online.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC181Q01JA,IC181,,,上次發生下列情況時，你有多煩惱？,How upset were you the last time the following situations occurred?,在網路上遇到不適合我這個年齡的內容,官方,Encountering content online that was inappropriate for my age,This did not happen to me | Not at all upset | A little upset | Quite upset | Very upset,This did not happen to me | Not at all upset | A little upset | Quite upset | Very upset,,,
IC181Q02JA,IC181,,,上次發生下列情況時，你有多煩惱？,How upset were you the last time the following situations occurred?,在網路上遇到歧視性的內容（例如：關於種族、性別、性取向或體型外貌）,官方,"Encountering discriminatory content online (e.g. about race, gender, sexual orientation or physical appearance)",This did not happen to me | Not at all upset | A little upset | Quite upset | Very upset,This did not happen to me | Not at all upset | A little upset | Quite upset | Very upset,,,
IC181Q03JA,IC181,,,上次發生下列情況時，你有多煩惱？,How upset were you the last time the following situations occurred?,收到不友善、粗俗或冒犯的訊息、評論或影片,官方,"Receiving unkind, vulgar or offending messages, comments or videos",This did not happen to me | Not at all upset | A little upset | Quite upset | Very upset,This did not happen to me | Not at all upset | A little upset | Quite upset | Very upset,,,
IC181Q04JA,IC181,,,上次發生下列情況時，你有多煩惱？,How upset were you the last time the following situations occurred?,沒有經過我同意而在網路上公開有關我的訊息,官方,Information about me was publicly displayed online without my consent,This did not happen to me | Not at all upset | A little upset | Quite upset | Very upset,This did not happen to me | Not at all upset | A little upset | Quite upset | Very upset,,,
IC181Q05DA,IC181,,,上次發生下列情況時，你有多煩惱？,How upset were you the last time the following situations occurred?,看到關於我認識的人的不友善、粗俗或冒犯的訊息、評論或影片,官方,"Encountering unkind, vulgar or offending messages, comments or videos about someone I know",This did not happen to me | Not at all upset | A little upset | Quite upset | Very upset,This did not happen to me | Not at all upset | A little upset | Quite upset | Very upset,,,
IC182Q01JA,IC182,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,我有興趣更進一步學習數位資源,官方,I am interested in learning more about <digital resources>.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC182Q02JA,IC182,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,我有興趣學習電腦程式設計,官方,I am interested in learning <computer programming>.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC182Q03JA,IC182,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,我有興趣學習數位資源，因為它可能對將來從事的工作有用,官方,I am interested in learning about <digital resources> because it could be useful in a job.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC182Q04DA,IC182,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,我喜歡使用數位資源來尋找做事的新方法,官方,I like using <digital resources> to find new ways to do things.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC182Q05DA,IC182,,,下列敘述你同意的程度為何？,To what extent do you agree or disagree with the following statements?,我有興趣學習機器學習和人工智慧,官方,I am interested in learning about <machine learning> and <artificial intelligence>.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC400Q01DA,IC400,,,回想你使用數位資源的經驗：下列敘述你同意的程度為何？,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,當我使用數位裝置時，我會忘記時間,官方,I forget about time when I'm using digital devices.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC400Q02DA,IC400,,,回想你使用數位資源的經驗：下列敘述你同意的程度為何？,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,網路是我獲取自己感興趣資訊（例如新聞、體育、字典）的極佳資源,官方,"The Internet is a great resource for obtaining information I am interested in (e.g., news, sports, dictionary).",非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC400Q03DA,IC400,,,回想你使用數位資源的經驗：下列敘述你同意的程度為何？,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,在網路上建立社群網路是非常有用的,官方,It is very useful to have social networks on the Internet.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC400Q04DA,IC400,,,回想你使用數位資源的經驗：下列敘述你同意的程度為何？,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,我對探索新的數位裝置或應用程式感到非常興奮,官方,I am really excited discovering new digital devices or applications.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC400Q05DA,IC400,,,回想你使用數位資源的經驗：下列敘述你同意的程度為何？,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,如果不能連接網路，我會很難過,官方,I really feel bad if no Internet connection is possible.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC400Q06DA,IC400,,,回想你使用數位資源的經驗：下列敘述你同意的程度為何？,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,我喜歡使用數位裝置,官方,I like using digital devices.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC401Q01DA,IC401,,,回想你使用數位資源的經驗：下列敘述你同意的程度為何？,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,為了學習數位裝置的相關新知識，我喜歡和朋友談論相關的訊息,官方,"To learn something new about digital devices, I like to talk about them with my friends.",非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC401Q02DA,IC401,,,回想你使用數位資源的經驗：下列敘述你同意的程度為何？,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,我喜歡在網路上和他人交流數位裝置問題的解決方案,官方,I like to exchange solutions to problems with digital devices with others on the Internet.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC401Q03DA,IC401,,,回想你使用數位資源的經驗：下列敘述你同意的程度為何？,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,我喜歡和朋友聚會，一起玩電腦遊戲和電動遊戲,官方,I like to meet friends and play computer and video games with them.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC401Q04DA,IC401,,,回想你使用數位資源的經驗：下列敘述你同意的程度為何？,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,我喜歡與朋友分享數位裝置的資訊,官方,I like to share information about digital devices with my friends.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
IC401Q05DA,IC401,,,回想你使用數位資源的經驗：下列敘述你同意的程度為何？,Thinking about your experience with <digital resources>: to what extent do you disagree or agree with the following statements?,透過與朋友和親戚討論，我學到很多關於數位媒體的知識,官方,I learn a lot about digital media by discussing with my friends and relatives.,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
